Run Number,Solver,Energie,Params,Method,Qubo,Want Result,Result,Correct,Solve Time
0,SAGA,"[-0.01055440031597632, -0.01055440031597632, -0.01055440031597632, -0.01055440031597632, -0.01055440031597632, -0.01055440031597632, -0.01055440031597632, -0.01055440031597632, -0.01055440031597632, -0.01055440031597632, -0.01055440031597632, -0.01055440031597632, -0.01055440031597632, -0.01055440031597632, -0.01055440031597632, -0.01055440031597632, -0.01055440031597632, -0.01055440031597632, -0.01055440031597632, -0.01055440031597632, -0.01055440031597632, -0.01055440031597632, -0.01055440031597632, -0.01055440031597632, -0.01055440031597632, -0.01055440031597632, -0.01055440031597632, -0.01055440031597632, -0.01055440031597632, -0.01055440031597632, -0.01055440031597632, -0.01055440031597632, -0.01055440031597632, -0.01055440031597632, -0.01055440031597632, -0.01055440031597632, -0.01055440031597632, -0.01055440031597632, -0.01055440031597632, -0.01055440031597632]","{'p_size': 40, 'p_inc_num': 0, 'p_max': -1, 'pct_random_states': 0, 'mut_rate': 1, 'rec_rate': 20, 'rec_method': 'one_point_crossover', 'select_method': 'simple', 'num_sweeps': 1000, 'num_sweeps_inc_factor': 1, 'num_sweeps_inc_max': -1, 'beta_range_type': 'default', 'beta_range': None, 'target': None, 'atol': 0, 'rtol': 0, 'timeout': 5, 'max_iter': 50, 'max_consistent_iters': -1, 'qpu_config': {}, 'return_overhead': False, 'mut_method': 'sa', 'use_qpu': False}",AEB,[ 3.99619798  4.         -4.         -2.         -2.          2.        ],"[1, 0, 0, 1, 1, 0]","[1, 0, 0, 1, 1, 0]",True,total=0.6967160701751709 overhead=None qpu=None
1,SAGA,"[-0.010140523145666602, -0.010140523145666602, -0.010140523145666602, -0.010140523145666602, -0.010140523145666602, -0.010140523145666602, -0.010140523145666602, -0.010140523145666602, -0.010140523145666602, -0.010140523145666602, -0.010140523145666602, -0.010140523145666602, -0.010140523145666602, -0.010140523145666602, -0.010140523145666602, -0.010140523145666602, -0.010140523145666602, -0.010140523145666602, -0.010140523145666602, -0.010140523145666602, -0.010140523145666602, -0.010140523145666602, -0.010140523145666602, -0.010140523145666602, -0.010140523145666602, -0.010140523145666602, -0.010140523145666602, -0.010140523145666602, -0.010140523145666602, -0.010140523145666602, -0.010140523145666602, -0.010140523145666602, -0.010140523145666602, -0.010140523145666602, -0.010140523145666602, -0.010140523145666602, -0.010140523145666602, -0.010140523145666602, -0.010140523145666602, -0.010140523145666602]","{'p_size': 40, 'p_inc_num': 0, 'p_max': -1, 'pct_random_states': 0, 'mut_rate': 1, 'rec_rate': 20, 'rec_method': 'one_point_crossover', 'select_method': 'simple', 'num_sweeps': 1000, 'num_sweeps_inc_factor': 1, 'num_sweeps_inc_max': -1, 'beta_range_type': 'default', 'beta_range': None, 'target': None, 'atol': 0, 'rtol': 0, 'timeout': 5, 'max_iter': 50, 'max_consistent_iters': -1, 'qpu_config': {}, 'return_overhead': False, 'mut_method': 'sa', 'use_qpu': False}",AEB,[ 3.99469717  4.         -4.         -2.         -2.          2.        ],"[1, 0, 0, 1, 1, 0]","[1, 0, 0, 1, 1, 0]",True,total=0.6869943141937256 overhead=None qpu=None
2,SAGA,"[-0.010177693902872598, -0.010177693902872598, -0.010177693902872598, -0.010177693902872598, -0.010177693902872598, -0.010177693902872598, -0.010177693902872598, -0.010177693902872598, -0.010177693902872598, -0.010177693902872598, -0.010177693902872598, -0.010177693902872598, -0.010177693902872598, -0.010177693902872598, -0.010177693902872598, -0.010177693902872598, -0.010177693902872598, -0.010177693902872598, -0.010177693902872598, -0.010177693902872598, -0.010177693902872598, -0.010177693902872598, -0.010177693902872598, -0.010177693902872598, -0.010177693902872598, -0.010177693902872598, -0.010177693902872598, -0.010177693902872598, -0.010177693902872598, -0.010177693902872598, -0.010177693902872598, -0.010177693902872598, -0.010177693902872598, -0.010177693902872598, -0.010177693902872598, -0.010177693902872598, -0.010177693902872598, -0.010177693902872598, -0.010177693902872598, -0.010177693902872598]","{'p_size': 40, 'p_inc_num': 0, 'p_max': -1, 'pct_random_states': 0, 'mut_rate': 1, 'rec_rate': 20, 'rec_method': 'one_point_crossover', 'select_method': 'simple', 'num_sweeps': 1000, 'num_sweeps_inc_factor': 1, 'num_sweeps_inc_max': -1, 'beta_range_type': 'default', 'beta_range': None, 'target': None, 'atol': 0, 'rtol': 0, 'timeout': 5, 'max_iter': 50, 'max_consistent_iters': -1, 'qpu_config': {}, 'return_overhead': False, 'mut_method': 'sa', 'use_qpu': False}",AEB,[ 3.99457054  4.         -4.         -2.         -2.          2.        ],"[1, 0, 0, 1, 1, 0]","[1, 0, 0, 1, 1, 0]",True,total=0.6981222629547119 overhead=None qpu=None
3,SAGA,"[-0.011014697555729924, -0.011014697555729924, -0.011014697555729924, -0.011014697555729924, -0.011014697555729924, -0.011014697555729924, -0.011014697555729924, -0.011014697555729924, -0.011014697555729924, -0.011014697555729924, -0.011014697555729924, -0.011014697555729924, -0.011014697555729924, -0.011014697555729924, -0.011014697555729924, -0.011014697555729924, -0.011014697555729924, -0.011014697555729924, -0.011014697555729924, -0.011014697555729924, -0.011014697555729924, -0.011014697555729924, -0.011014697555729924, -0.011014697555729924, -0.011014697555729924, -0.011014697555729924, -0.011014697555729924, -0.011014697555729924, -0.011014697555729924, -0.011014697555729924, -0.011014697555729924, -0.011014697555729924, -0.011014697555729924, -0.011014697555729924, -0.011014697555729924, -0.011014697555729924, -0.011014697555729924, -0.011014697555729924, -0.011014697555729924, -0.011014697555729924]","{'p_size': 40, 'p_inc_num': 0, 'p_max': -1, 'pct_random_states': 0, 'mut_rate': 1, 'rec_rate': 20, 'rec_method': 'one_point_crossover', 'select_method': 'simple', 'num_sweeps': 1000, 'num_sweeps_inc_factor': 1, 'num_sweeps_inc_max': -1, 'beta_range_type': 'default', 'beta_range': None, 'target': None, 'atol': 0, 'rtol': 0, 'timeout': 5, 'max_iter': 50, 'max_consistent_iters': -1, 'qpu_config': {}, 'return_overhead': False, 'mut_method': 'sa', 'use_qpu': False}",AEB,[ 3.99364304  4.         -4.         -2.         -2.          2.        ],"[1, 0, 0, 1, 1, 0]","[1, 0, 0, 1, 1, 0]",True,total=0.6939380168914795 overhead=None qpu=None
4,SAGA,"[-0.010489406644538679, -0.010489406644538679, -0.010489406644538679, -0.010489406644538679, -0.010489406644538679, -0.010489406644538679, -0.010489406644538679, -0.010489406644538679, -0.010489406644538679, -0.010489406644538679, -0.010489406644538679, -0.010489406644538679, -0.010489406644538679, -0.010489406644538679, -0.010489406644538679, -0.010489406644538679, -0.010489406644538679, -0.010489406644538679, -0.010489406644538679, -0.010489406644538679, -0.010489406644538679, -0.010489406644538679, -0.010489406644538679, -0.010489406644538679, -0.010489406644538679, -0.010489406644538679, -0.010489406644538679, -0.010489406644538679, -0.010489406644538679, -0.010489406644538679, -0.010489406644538679, -0.010489406644538679, -0.010489406644538679, -0.010489406644538679, -0.010489406644538679, -0.010489406644538679, -0.010489406644538679, -0.010489406644538679, -0.010489406644538679, -0.010489406644538679]","{'p_size': 40, 'p_inc_num': 0, 'p_max': -1, 'pct_random_states': 0, 'mut_rate': 1, 'rec_rate': 20, 'rec_method': 'one_point_crossover', 'select_method': 'simple', 'num_sweeps': 1000, 'num_sweeps_inc_factor': 1, 'num_sweeps_inc_max': -1, 'beta_range_type': 'default', 'beta_range': None, 'target': None, 'atol': 0, 'rtol': 0, 'timeout': 5, 'max_iter': 50, 'max_consistent_iters': -1, 'qpu_config': {}, 'return_overhead': False, 'mut_method': 'sa', 'use_qpu': False}",AEB,[ 3.99406167  4.         -4.         -2.         -2.          2.        ],"[1, 0, 0, 1, 1, 0]","[1, 0, 0, 1, 1, 0]",True,total=0.6953339576721191 overhead=None qpu=None
5,SAGA,"[-0.011169391230570813, -0.011169391230570813, -0.011169391230570813, -0.011169391230570813, -0.011169391230570813, -0.011169391230570813, -0.011169391230570813, -0.011169391230570813, -0.011169391230570813, -0.011169391230570813, -0.011169391230570813, -0.011169391230570813, -0.011169391230570813, -0.011169391230570813, -0.011169391230570813, -0.011169391230570813, -0.011169391230570813, -0.011169391230570813, -0.011169391230570813, -0.011169391230570813, -0.011169391230570813, -0.011169391230570813, -0.011169391230570813, -0.011169391230570813, -0.011169391230570813, -0.011169391230570813, -0.011169391230570813, -0.011169391230570813, -0.011169391230570813, -0.011169391230570813, -0.011169391230570813, -0.011169391230570813, -0.011169391230570813, -0.011169391230570813, -0.011169391230570813, -0.011169391230570813, -0.011169391230570813, -0.011169391230570813, -0.011169391230570813, -0.011169391230570813]","{'p_size': 40, 'p_inc_num': 0, 'p_max': -1, 'pct_random_states': 0, 'mut_rate': 1, 'rec_rate': 20, 'rec_method': 'one_point_crossover', 'select_method': 'simple', 'num_sweeps': 1000, 'num_sweeps_inc_factor': 1, 'num_sweeps_inc_max': -1, 'beta_range_type': 'default', 'beta_range': None, 'target': None, 'atol': 0, 'rtol': 0, 'timeout': 5, 'max_iter': 50, 'max_consistent_iters': -1, 'qpu_config': {}, 'return_overhead': False, 'mut_method': 'sa', 'use_qpu': False}",AEB,[ 3.99608008  4.         -4.         -2.         -2.          2.        ],"[1, 0, 0, 1, 1, 0]","[1, 0, 0, 1, 1, 0]",True,total=0.6963484287261963 overhead=None qpu=None
6,SAGA,"[-0.010241750165159491, -0.010241750165159491, -0.010241750165159491, -0.010241750165159491, -0.010241750165159491, -0.010241750165159491, -0.010241750165159491, -0.010241750165159491, -0.010241750165159491, -0.010241750165159491, -0.010241750165159491, -0.010241750165159491, -0.010241750165159491, -0.010241750165159491, -0.010241750165159491, -0.010241750165159491, -0.010241750165159491, -0.010241750165159491, -0.010241750165159491, -0.010241750165159491, -0.010241750165159491, -0.010241750165159491, -0.010241750165159491, -0.010241750165159491, -0.010241750165159491, -0.010241750165159491, -0.010241750165159491, -0.010241750165159491, -0.010241750165159491, -0.010241750165159491, -0.010241750165159491, -0.010241750165159491, -0.010241750165159491, -0.010241750165159491, -0.010241750165159491, -0.010241750165159491, -0.010241750165159491, -0.010241750165159491, -0.010241750165159491, -0.010241750165159491]","{'p_size': 40, 'p_inc_num': 0, 'p_max': -1, 'pct_random_states': 0, 'mut_rate': 1, 'rec_rate': 20, 'rec_method': 'one_point_crossover', 'select_method': 'simple', 'num_sweeps': 1000, 'num_sweeps_inc_factor': 1, 'num_sweeps_inc_max': -1, 'beta_range_type': 'default', 'beta_range': None, 'target': None, 'atol': 0, 'rtol': 0, 'timeout': 5, 'max_iter': 50, 'max_consistent_iters': -1, 'qpu_config': {}, 'return_overhead': False, 'mut_method': 'sa', 'use_qpu': False}",AEB,[ 3.99466201  4.         -4.         -2.         -2.          2.        ],"[1, 0, 0, 1, 1, 0]","[1, 0, 0, 1, 1, 0]",True,total=0.6908843517303467 overhead=None qpu=None
7,SAGA,"[-0.010271411818103093, -0.010271411818103093, -0.010271411818103093, -0.010271411818103093, -0.010271411818103093, -0.010271411818103093, -0.010271411818103093, -0.010271411818103093, -0.010271411818103093, -0.010271411818103093, -0.010271411818103093, -0.010271411818103093, -0.010271411818103093, -0.010271411818103093, -0.010271411818103093, -0.010271411818103093, -0.010271411818103093, -0.010271411818103093, -0.010271411818103093, -0.010271411818103093, -0.010271411818103093, -0.010271411818103093, -0.010271411818103093, -0.010271411818103093, -0.010271411818103093, -0.010271411818103093, -0.010271411818103093, -0.010271411818103093, -0.010271411818103093, -0.010271411818103093, -0.010271411818103093, -0.010271411818103093, -0.010271411818103093, -0.010271411818103093, -0.010271411818103093, -0.010271411818103093, -0.010271411818103093, -0.010271411818103093, -0.010271411818103093, -0.010271411818103093]","{'p_size': 40, 'p_inc_num': 0, 'p_max': -1, 'pct_random_states': 0, 'mut_rate': 1, 'rec_rate': 20, 'rec_method': 'one_point_crossover', 'select_method': 'simple', 'num_sweeps': 1000, 'num_sweeps_inc_factor': 1, 'num_sweeps_inc_max': -1, 'beta_range_type': 'default', 'beta_range': None, 'target': None, 'atol': 0, 'rtol': 0, 'timeout': 5, 'max_iter': 50, 'max_consistent_iters': -1, 'qpu_config': {}, 'return_overhead': False, 'mut_method': 'sa', 'use_qpu': False}",AEB,[ 3.99474729  4.         -4.         -2.         -2.          2.        ],"[1, 0, 0, 1, 1, 0]","[1, 0, 0, 1, 1, 0]",True,total=0.6937892436981201 overhead=None qpu=None
8,SAGA,"[-0.010389427676302798, -0.010389427676302798, -0.010389427676302798, -0.010389427676302798, -0.010389427676302798, -0.010389427676302798, -0.010389427676302798, -0.010389427676302798, -0.010389427676302798, -0.010389427676302798, -0.010389427676302798, -0.010389427676302798, -0.010389427676302798, -0.010389427676302798, -0.010389427676302798, -0.010389427676302798, -0.010389427676302798, -0.010389427676302798, -0.010389427676302798, -0.010389427676302798, -0.010389427676302798, -0.010389427676302798, -0.010389427676302798, -0.010389427676302798, -0.010389427676302798, -0.010389427676302798, -0.010389427676302798, -0.010389427676302798, -0.010389427676302798, -0.010389427676302798, -0.010389427676302798, -0.010389427676302798, -0.010389427676302798, -0.010389427676302798, -0.010389427676302798, -0.010389427676302798, -0.010389427676302798, -0.010389427676302798, -0.010389427676302798, -0.010389427676302798]","{'p_size': 40, 'p_inc_num': 0, 'p_max': -1, 'pct_random_states': 0, 'mut_rate': 1, 'rec_rate': 20, 'rec_method': 'one_point_crossover', 'select_method': 'simple', 'num_sweeps': 1000, 'num_sweeps_inc_factor': 1, 'num_sweeps_inc_max': -1, 'beta_range_type': 'default', 'beta_range': None, 'target': None, 'atol': 0, 'rtol': 0, 'timeout': 5, 'max_iter': 50, 'max_consistent_iters': -1, 'qpu_config': {}, 'return_overhead': False, 'mut_method': 'sa', 'use_qpu': False}",AEB,[ 3.99482983  4.         -4.         -2.         -2.          2.        ],"[1, 0, 0, 1, 1, 0]","[1, 0, 0, 1, 1, 0]",True,total=0.6828036308288574 overhead=None qpu=None
9,SAGA,"[-0.011139600969858776, -0.011139600969858776, -0.011139600969858776, -0.011139600969858776, -0.011139600969858776, -0.011139600969858776, -0.011139600969858776, -0.011139600969858776, -0.011139600969858776, -0.011139600969858776, -0.011139600969858776, -0.011139600969858776, -0.011139600969858776, -0.011139600969858776, -0.011139600969858776, -0.011139600969858776, -0.011139600969858776, -0.011139600969858776, -0.011139600969858776, -0.011139600969858776, -0.011139600969858776, -0.011139600969858776, -0.011139600969858776, -0.011139600969858776, -0.011139600969858776, -0.011139600969858776, -0.011139600969858776, -0.011139600969858776, -0.011139600969858776, -0.011139600969858776, -0.011139600969858776, -0.011139600969858776, -0.011139600969858776, -0.011139600969858776, -0.011139600969858776, -0.011139600969858776, -0.011139600969858776, -0.011139600969858776, -0.011139600969858776, -0.011139600969858776]","{'p_size': 40, 'p_inc_num': 0, 'p_max': -1, 'pct_random_states': 0, 'mut_rate': 1, 'rec_rate': 20, 'rec_method': 'one_point_crossover', 'select_method': 'simple', 'num_sweeps': 1000, 'num_sweeps_inc_factor': 1, 'num_sweeps_inc_max': -1, 'beta_range_type': 'default', 'beta_range': None, 'target': None, 'atol': 0, 'rtol': 0, 'timeout': 5, 'max_iter': 50, 'max_consistent_iters': -1, 'qpu_config': {}, 'return_overhead': False, 'mut_method': 'sa', 'use_qpu': False}",AEB,[ 3.99429783  4.         -4.         -2.         -2.          2.        ],"[1, 0, 0, 1, 1, 0]","[1, 0, 0, 1, 1, 0]",True,total=0.6886711120605469 overhead=None qpu=None
