Run Number,Solver,Energie,Params,Method,Qubo,Want Result,Result,Correct,Solve Time
0,SAGA,"[-0.01079924834751722, -0.01079924834751722, -0.01079924834751722, -0.01079924834751722, -0.01079924834751722, -0.01079924834751722, -0.01079924834751722, -0.01079924834751722, -0.01079924834751722, -0.01079924834751722, -0.01079924834751722, -0.01079924834751722, -0.01079924834751722, -0.01079924834751722, -0.01079924834751722, -0.01079924834751722, -0.01079924834751722, -0.01079924834751722, -0.01079924834751722, -0.01079924834751722, -0.01079924834751722, -0.01079924834751722, -0.01079924834751722, -0.01079924834751722, -0.01079924834751722, -0.01079924834751722, -0.01079924834751722, -0.01079924834751722, -0.01079924834751722, -0.01079924834751722, -0.01079924834751722, -0.01079924834751722, -0.01079924834751722, -0.01079924834751722, -0.01079924834751722, -0.01079924834751722, -0.01079924834751722, -0.01079924834751722, -0.01079924834751722, -0.01079924834751722]","{'p_size': 40, 'p_inc_num': 0, 'p_max': -1, 'pct_random_states': 0, 'mut_rate': 1, 'rec_rate': 20, 'rec_method': 'one_point_crossover', 'select_method': 'simple', 'num_sweeps': 1000, 'num_sweeps_inc_factor': 1, 'num_sweeps_inc_max': -1, 'beta_range_type': 'default', 'beta_range': None, 'target': None, 'atol': 0, 'rtol': 0, 'timeout': 5, 'max_iter': 50, 'max_consistent_iters': -1, 'qpu_config': {}, 'return_overhead': False, 'mut_method': 'sa', 'use_qpu': False}",AEB,[ 3.9945728  4.        -4.        -2.        -2.         2.       ],"[1, 0, 0, 1, 1, 0]","[1, 0, 0, 1, 1, 0]",True,total=0.6616430282592773 overhead=None qpu=None
1,SAGA,"[-0.011199276832087879, -0.011199276832087879, -0.011199276832087879, -0.011199276832087879, -0.011199276832087879, -0.011199276832087879, -0.011199276832087879, -0.011199276832087879, -0.011199276832087879, -0.011199276832087879, -0.011199276832087879, -0.011199276832087879, -0.011199276832087879, -0.011199276832087879, -0.011199276832087879, -0.011199276832087879, -0.011199276832087879, -0.011199276832087879, -0.011199276832087879, -0.011199276832087879, -0.011199276832087879, -0.011199276832087879, -0.011199276832087879, -0.011199276832087879, -0.011199276832087879, -0.011199276832087879, -0.011199276832087879, -0.011199276832087879, -0.011199276832087879, -0.011199276832087879, -0.011199276832087879, -0.011199276832087879, -0.011199276832087879, -0.011199276832087879, -0.011199276832087879, -0.011199276832087879, -0.011199276832087879, -0.011199276832087879, -0.011199276832087879, -0.011199276832087879]","{'p_size': 40, 'p_inc_num': 0, 'p_max': -1, 'pct_random_states': 0, 'mut_rate': 1, 'rec_rate': 20, 'rec_method': 'one_point_crossover', 'select_method': 'simple', 'num_sweeps': 1000, 'num_sweeps_inc_factor': 1, 'num_sweeps_inc_max': -1, 'beta_range_type': 'default', 'beta_range': None, 'target': None, 'atol': 0, 'rtol': 0, 'timeout': 5, 'max_iter': 50, 'max_consistent_iters': -1, 'qpu_config': {}, 'return_overhead': False, 'mut_method': 'sa', 'use_qpu': False}",AEB,[ 3.99398019  4.         -4.         -2.         -2.          2.        ],"[1, 0, 0, 1, 1, 0]","[1, 0, 0, 1, 1, 0]",True,total=0.6630661487579346 overhead=None qpu=None
2,SAGA,"[-0.010623877649571511, -0.010623877649571511, -0.010623877649571511, -0.010623877649571511, -0.010623877649571511, -0.010623877649571511, -0.010623877649571511, -0.010623877649571511, -0.010623877649571511, -0.010623877649571511, -0.010623877649571511, -0.010623877649571511, -0.010623877649571511, -0.010623877649571511, -0.010623877649571511, -0.010623877649571511, -0.010623877649571511, -0.010623877649571511, -0.010623877649571511, -0.010623877649571511, -0.010623877649571511, -0.010623877649571511, -0.010623877649571511, -0.010623877649571511, -0.010623877649571511, -0.010623877649571511, -0.010623877649571511, -0.010623877649571511, -0.010623877649571511, -0.010623877649571511, -0.010623877649571511, -0.010623877649571511, -0.010623877649571511, -0.010623877649571511, -0.010623877649571511, -0.010623877649571511, -0.010623877649571511, -0.010623877649571511, -0.010623877649571511, -0.010623877649571511]","{'p_size': 40, 'p_inc_num': 0, 'p_max': -1, 'pct_random_states': 0, 'mut_rate': 1, 'rec_rate': 20, 'rec_method': 'one_point_crossover', 'select_method': 'simple', 'num_sweeps': 1000, 'num_sweeps_inc_factor': 1, 'num_sweeps_inc_max': -1, 'beta_range_type': 'default', 'beta_range': None, 'target': None, 'atol': 0, 'rtol': 0, 'timeout': 5, 'max_iter': 50, 'max_consistent_iters': -1, 'qpu_config': {}, 'return_overhead': False, 'mut_method': 'sa', 'use_qpu': False}",AEB,[ 3.99451706  4.         -4.         -2.         -2.          2.        ],"[1, 0, 0, 1, 1, 0]","[1, 0, 0, 1, 1, 0]",True,total=0.6649374961853027 overhead=None qpu=None
3,SAGA,"[-0.010578223713273438, -0.010578223713273438, -0.010578223713273438, -0.010578223713273438, -0.010578223713273438, -0.010578223713273438, -0.010578223713273438, -0.010578223713273438, -0.010578223713273438, -0.010578223713273438, -0.010578223713273438, -0.010578223713273438, -0.010578223713273438, -0.010578223713273438, -0.010578223713273438, -0.010578223713273438, -0.010578223713273438, -0.010578223713273438, -0.010578223713273438, -0.010578223713273438, -0.010578223713273438, -0.010578223713273438, -0.010578223713273438, -0.010578223713273438, -0.010578223713273438, -0.010578223713273438, -0.010578223713273438, -0.010578223713273438, -0.010578223713273438, -0.010578223713273438, -0.010578223713273438, -0.010578223713273438, -0.010578223713273438, -0.010578223713273438, -0.010578223713273438, -0.010578223713273438, -0.010578223713273438, -0.010578223713273438, -0.010578223713273438, -0.010578223713273438]","{'p_size': 40, 'p_inc_num': 0, 'p_max': -1, 'pct_random_states': 0, 'mut_rate': 1, 'rec_rate': 20, 'rec_method': 'one_point_crossover', 'select_method': 'simple', 'num_sweeps': 1000, 'num_sweeps_inc_factor': 1, 'num_sweeps_inc_max': -1, 'beta_range_type': 'default', 'beta_range': None, 'target': None, 'atol': 0, 'rtol': 0, 'timeout': 5, 'max_iter': 50, 'max_consistent_iters': -1, 'qpu_config': {}, 'return_overhead': False, 'mut_method': 'sa', 'use_qpu': False}",AEB,[ 3.9939142  4.        -4.        -2.        -2.         2.       ],"[1, 0, 0, 1, 1, 0]","[1, 0, 0, 1, 1, 0]",True,total=0.6620697975158691 overhead=None qpu=None
4,SAGA,"[-0.010814696367766885, -0.010814696367766885, -0.010814696367766885, -0.010814696367766885, -0.010814696367766885, -0.010814696367766885, -0.010814696367766885, -0.010814696367766885, -0.010814696367766885, -0.010814696367766885, -0.010814696367766885, -0.010814696367766885, -0.010814696367766885, -0.010814696367766885, -0.010814696367766885, -0.010814696367766885, -0.010814696367766885, -0.010814696367766885, -0.010814696367766885, -0.010814696367766885, -0.010814696367766885, -0.010814696367766885, -0.010814696367766885, -0.010814696367766885, -0.010814696367766885, -0.010814696367766885, -0.010814696367766885, -0.010814696367766885, -0.010814696367766885, -0.010814696367766885, -0.010814696367766885, -0.010814696367766885, -0.010814696367766885, -0.010814696367766885, -0.010814696367766885, -0.010814696367766885, -0.010814696367766885, -0.010814696367766885, -0.010814696367766885, -0.010814696367766885]","{'p_size': 40, 'p_inc_num': 0, 'p_max': -1, 'pct_random_states': 0, 'mut_rate': 1, 'rec_rate': 20, 'rec_method': 'one_point_crossover', 'select_method': 'simple', 'num_sweeps': 1000, 'num_sweeps_inc_factor': 1, 'num_sweeps_inc_max': -1, 'beta_range_type': 'default', 'beta_range': None, 'target': None, 'atol': 0, 'rtol': 0, 'timeout': 5, 'max_iter': 50, 'max_consistent_iters': -1, 'qpu_config': {}, 'return_overhead': False, 'mut_method': 'sa', 'use_qpu': False}",AEB,[ 3.99488236  4.         -4.         -2.         -2.          2.        ],"[1, 0, 0, 1, 1, 0]","[1, 0, 0, 1, 1, 0]",True,total=0.6637332439422607 overhead=None qpu=None
5,SAGA,"[-0.011212765924193846, -0.011212765924193846, -0.011212765924193846, -0.011212765924193846, -0.011212765924193846, -0.011212765924193846, -0.011212765924193846, -0.011212765924193846, -0.011212765924193846, -0.011212765924193846, -0.011212765924193846, -0.011212765924193846, -0.011212765924193846, -0.011212765924193846, -0.011212765924193846, -0.011212765924193846, -0.011212765924193846, -0.011212765924193846, -0.011212765924193846, -0.011212765924193846, -0.011212765924193846, -0.011212765924193846, -0.011212765924193846, -0.011212765924193846, -0.011212765924193846, -0.011212765924193846, -0.011212765924193846, -0.011212765924193846, -0.011212765924193846, -0.011212765924193846, -0.011212765924193846, -0.011212765924193846, -0.011212765924193846, -0.011212765924193846, -0.011212765924193846, -0.011212765924193846, -0.011212765924193846, -0.011212765924193846, -0.011212765924193846, -0.011212765924193846]","{'p_size': 40, 'p_inc_num': 0, 'p_max': -1, 'pct_random_states': 0, 'mut_rate': 1, 'rec_rate': 20, 'rec_method': 'one_point_crossover', 'select_method': 'simple', 'num_sweeps': 1000, 'num_sweeps_inc_factor': 1, 'num_sweeps_inc_max': -1, 'beta_range_type': 'default', 'beta_range': None, 'target': None, 'atol': 0, 'rtol': 0, 'timeout': 5, 'max_iter': 50, 'max_consistent_iters': -1, 'qpu_config': {}, 'return_overhead': False, 'mut_method': 'sa', 'use_qpu': False}",AEB,[ 3.9956091  4.        -4.        -2.        -2.         2.       ],"[1, 0, 0, 1, 1, 0]","[1, 0, 0, 1, 1, 0]",True,total=0.6618907451629639 overhead=None qpu=None
6,SAGA,"[-0.011160262676627841, -0.011160262676627841, -0.011160262676627841, -0.011160262676627841, -0.011160262676627841, -0.011160262676627841, -0.011160262676627841, -0.011160262676627841, -0.011160262676627841, -0.011160262676627841, -0.011160262676627841, -0.011160262676627841, -0.011160262676627841, -0.011160262676627841, -0.011160262676627841, -0.011160262676627841, -0.011160262676627841, -0.011160262676627841, -0.011160262676627841, -0.011160262676627841, -0.011160262676627841, -0.011160262676627841, -0.011160262676627841, -0.011160262676627841, -0.011160262676627841, -0.011160262676627841, -0.011160262676627841, -0.011160262676627841, -0.011160262676627841, -0.011160262676627841, -0.011160262676627841, -0.011160262676627841, -0.011160262676627841, -0.011160262676627841, -0.011160262676627841, -0.011160262676627841, -0.011160262676627841, -0.011160262676627841, -0.011160262676627841, -0.011160262676627841]","{'p_size': 40, 'p_inc_num': 0, 'p_max': -1, 'pct_random_states': 0, 'mut_rate': 1, 'rec_rate': 20, 'rec_method': 'one_point_crossover', 'select_method': 'simple', 'num_sweeps': 1000, 'num_sweeps_inc_factor': 1, 'num_sweeps_inc_max': -1, 'beta_range_type': 'default', 'beta_range': None, 'target': None, 'atol': 0, 'rtol': 0, 'timeout': 5, 'max_iter': 50, 'max_consistent_iters': -1, 'qpu_config': {}, 'return_overhead': False, 'mut_method': 'sa', 'use_qpu': False}",AEB,[ 3.99512831  4.         -4.         -2.         -2.          2.        ],"[1, 0, 0, 1, 1, 0]","[1, 0, 0, 1, 1, 0]",True,total=0.6678202152252197 overhead=None qpu=None
7,SAGA,"[-0.010963900179372654, -0.010963900179372654, -0.010963900179372654, -0.010963900179372654, -0.010963900179372654, -0.010963900179372654, -0.010963900179372654, -0.010963900179372654, -0.010963900179372654, -0.010963900179372654, -0.010963900179372654, -0.010963900179372654, -0.010963900179372654, -0.010963900179372654, -0.010963900179372654, -0.010963900179372654, -0.010963900179372654, -0.010963900179372654, -0.010963900179372654, -0.010963900179372654, -0.010963900179372654, -0.010963900179372654, -0.010963900179372654, -0.010963900179372654, -0.010963900179372654, -0.010963900179372654, -0.010963900179372654, -0.010963900179372654, -0.010963900179372654, -0.010963900179372654, -0.010963900179372654, -0.010963900179372654, -0.010963900179372654, -0.010963900179372654, -0.010963900179372654, -0.010963900179372654, -0.010963900179372654, -0.010963900179372654, -0.010963900179372654, -0.010963900179372654]","{'p_size': 40, 'p_inc_num': 0, 'p_max': -1, 'pct_random_states': 0, 'mut_rate': 1, 'rec_rate': 20, 'rec_method': 'one_point_crossover', 'select_method': 'simple', 'num_sweeps': 1000, 'num_sweeps_inc_factor': 1, 'num_sweeps_inc_max': -1, 'beta_range_type': 'default', 'beta_range': None, 'target': None, 'atol': 0, 'rtol': 0, 'timeout': 5, 'max_iter': 50, 'max_consistent_iters': -1, 'qpu_config': {}, 'return_overhead': False, 'mut_method': 'sa', 'use_qpu': False}",AEB,[ 3.99411866  4.         -4.         -2.         -2.          2.        ],"[1, 0, 0, 1, 1, 0]","[1, 0, 0, 1, 1, 0]",True,total=0.6585710048675537 overhead=None qpu=None
8,SAGA,"[-0.011011948700005547, -0.011011948700005547, -0.011011948700005547, -0.011011948700005547, -0.011011948700005547, -0.011011948700005547, -0.011011948700005547, -0.011011948700005547, -0.011011948700005547, -0.011011948700005547, -0.011011948700005547, -0.011011948700005547, -0.011011948700005547, -0.011011948700005547, -0.011011948700005547, -0.011011948700005547, -0.011011948700005547, -0.011011948700005547, -0.011011948700005547, -0.011011948700005547, -0.011011948700005547, -0.011011948700005547, -0.011011948700005547, -0.011011948700005547, -0.011011948700005547, -0.011011948700005547, -0.011011948700005547, -0.011011948700005547, -0.011011948700005547, -0.011011948700005547, -0.011011948700005547, -0.011011948700005547, -0.011011948700005547, -0.011011948700005547, -0.011011948700005547, -0.011011948700005547, -0.011011948700005547, -0.011011948700005547, -0.011011948700005547, -0.011011948700005547]","{'p_size': 40, 'p_inc_num': 0, 'p_max': -1, 'pct_random_states': 0, 'mut_rate': 1, 'rec_rate': 20, 'rec_method': 'one_point_crossover', 'select_method': 'simple', 'num_sweeps': 1000, 'num_sweeps_inc_factor': 1, 'num_sweeps_inc_max': -1, 'beta_range_type': 'default', 'beta_range': None, 'target': None, 'atol': 0, 'rtol': 0, 'timeout': 5, 'max_iter': 50, 'max_consistent_iters': -1, 'qpu_config': {}, 'return_overhead': False, 'mut_method': 'sa', 'use_qpu': False}",AEB,[ 3.99401058  4.         -4.         -2.         -2.          2.        ],"[1, 0, 0, 1, 1, 0]","[1, 0, 0, 1, 1, 0]",True,total=0.6679894924163818 overhead=None qpu=None
9,SAGA,"[-0.010801890125785363, -0.010801890125785363, -0.010801890125785363, -0.010801890125785363, -0.010801890125785363, -0.010801890125785363, -0.010801890125785363, -0.010801890125785363, -0.010801890125785363, -0.010801890125785363, -0.010801890125785363, -0.010801890125785363, -0.010801890125785363, -0.010801890125785363, -0.010801890125785363, -0.010801890125785363, -0.010801890125785363, -0.010801890125785363, -0.010801890125785363, -0.010801890125785363, -0.010801890125785363, -0.010801890125785363, -0.010801890125785363, -0.010801890125785363, -0.010801890125785363, -0.010801890125785363, -0.010801890125785363, -0.010801890125785363, -0.010801890125785363, -0.010801890125785363, -0.010801890125785363, -0.010801890125785363, -0.010801890125785363, -0.010801890125785363, -0.010801890125785363, -0.010801890125785363, -0.010801890125785363, -0.010801890125785363, -0.010801890125785363, -0.010801890125785363]","{'p_size': 40, 'p_inc_num': 0, 'p_max': -1, 'pct_random_states': 0, 'mut_rate': 1, 'rec_rate': 20, 'rec_method': 'one_point_crossover', 'select_method': 'simple', 'num_sweeps': 1000, 'num_sweeps_inc_factor': 1, 'num_sweeps_inc_max': -1, 'beta_range_type': 'default', 'beta_range': None, 'target': None, 'atol': 0, 'rtol': 0, 'timeout': 5, 'max_iter': 50, 'max_consistent_iters': -1, 'qpu_config': {}, 'return_overhead': False, 'mut_method': 'sa', 'use_qpu': False}",AEB,[ 3.993761  4.       -4.       -2.       -2.        2.      ],"[1, 0, 0, 1, 1, 0]","[1, 0, 0, 1, 1, 0]",True,total=0.6592690944671631 overhead=None qpu=None
