Run Number,Solver,Energie,Params,Method,Qubo,Want Result,Result,Correct,Solve Time
0,SAGA,"[-0.010756250249372101, -0.010756250249372101, -0.010756250249372101, -0.010756250249372101, -0.010756250249372101, -0.010756250249372101, -0.010756250249372101, -0.010756250249372101, -0.010756250249372101, -0.010756250249372101, -0.010756250249372101, -0.010756250249372101, -0.010756250249372101, -0.010756250249372101, -0.010756250249372101, -0.010756250249372101, -0.010756250249372101, -0.010756250249372101, -0.010756250249372101, -0.010756250249372101, -0.010756250249372101, -0.010756250249372101, -0.010756250249372101, -0.010756250249372101, -0.010756250249372101, -0.010756250249372101, -0.010756250249372101, -0.010756250249372101, -0.010756250249372101, -0.010756250249372101, -0.010756250249372101, -0.010756250249372101, -0.010756250249372101, -0.010756250249372101, -0.010756250249372101, -0.010756250249372101, -0.010756250249372101, -0.010756250249372101, -0.010756250249372101, -0.010756250249372101]","{'p_size': 40, 'p_inc_num': 0, 'p_max': -1, 'pct_random_states': 0, 'mut_rate': 1, 'rec_rate': 20, 'rec_method': 'one_point_crossover', 'select_method': 'simple', 'num_sweeps': 1000, 'num_sweeps_inc_factor': 1, 'num_sweeps_inc_max': -1, 'beta_range_type': 'default', 'beta_range': None, 'target': None, 'atol': 0, 'rtol': 0, 'timeout': 5, 'max_iter': 50, 'max_consistent_iters': -1, 'qpu_config': {}, 'return_overhead': False, 'mut_method': 'sa', 'use_qpu': False}",AEB,[ 3.99528924  4.         -4.         -2.         -2.          2.        ],"[1, 0, 0, 1, 1, 0]","[1, 0, 0, 1, 1, 0]",True,total=0.6695163249969482 overhead=None qpu=None
1,SAGA,"[-0.01031339308852175, -0.01031339308852175, -0.01031339308852175, -0.01031339308852175, -0.01031339308852175, -0.01031339308852175, -0.01031339308852175, -0.01031339308852175, -0.01031339308852175, -0.01031339308852175, -0.01031339308852175, -0.01031339308852175, -0.01031339308852175, -0.01031339308852175, -0.01031339308852175, -0.01031339308852175, -0.01031339308852175, -0.01031339308852175, -0.01031339308852175, -0.01031339308852175, -0.01031339308852175, -0.01031339308852175, -0.01031339308852175, -0.01031339308852175, -0.01031339308852175, -0.01031339308852175, -0.01031339308852175, -0.01031339308852175, -0.01031339308852175, -0.01031339308852175, -0.01031339308852175, -0.01031339308852175, -0.01031339308852175, -0.01031339308852175, -0.01031339308852175, -0.01031339308852175, -0.01031339308852175, -0.01031339308852175, -0.01031339308852175, -0.01031339308852175]","{'p_size': 40, 'p_inc_num': 0, 'p_max': -1, 'pct_random_states': 0, 'mut_rate': 1, 'rec_rate': 20, 'rec_method': 'one_point_crossover', 'select_method': 'simple', 'num_sweeps': 1000, 'num_sweeps_inc_factor': 1, 'num_sweeps_inc_max': -1, 'beta_range_type': 'default', 'beta_range': None, 'target': None, 'atol': 0, 'rtol': 0, 'timeout': 5, 'max_iter': 50, 'max_consistent_iters': -1, 'qpu_config': {}, 'return_overhead': False, 'mut_method': 'sa', 'use_qpu': False}",AEB,[ 3.99547439  4.         -4.         -2.         -2.          2.        ],"[1, 0, 0, 1, 1, 0]","[1, 0, 0, 1, 1, 0]",True,total=0.6690967082977295 overhead=None qpu=None
2,SAGA,"[-0.010815283361123917, -0.010815283361123917, -0.010815283361123917, -0.010815283361123917, -0.010815283361123917, -0.010815283361123917, -0.010815283361123917, -0.010815283361123917, -0.010815283361123917, -0.010815283361123917, -0.010815283361123917, -0.010815283361123917, -0.010815283361123917, -0.010815283361123917, -0.010815283361123917, -0.010815283361123917, -0.010815283361123917, -0.010815283361123917, -0.010815283361123917, -0.010815283361123917, -0.010815283361123917, -0.010815283361123917, -0.010815283361123917, -0.010815283361123917, -0.010815283361123917, -0.010815283361123917, -0.010815283361123917, -0.010815283361123917, -0.010815283361123917, -0.010815283361123917, -0.010815283361123917, -0.010815283361123917, -0.010815283361123917, -0.010815283361123917, -0.010815283361123917, -0.010815283361123917, -0.010815283361123917, -0.010815283361123917, -0.010815283361123917, -0.010815283361123917]","{'p_size': 40, 'p_inc_num': 0, 'p_max': -1, 'pct_random_states': 0, 'mut_rate': 1, 'rec_rate': 20, 'rec_method': 'one_point_crossover', 'select_method': 'simple', 'num_sweeps': 1000, 'num_sweeps_inc_factor': 1, 'num_sweeps_inc_max': -1, 'beta_range_type': 'default', 'beta_range': None, 'target': None, 'atol': 0, 'rtol': 0, 'timeout': 5, 'max_iter': 50, 'max_consistent_iters': -1, 'qpu_config': {}, 'return_overhead': False, 'mut_method': 'sa', 'use_qpu': False}",AEB,[ 3.99583919  4.         -4.         -2.         -2.          2.        ],"[1, 0, 0, 1, 1, 0]","[1, 0, 0, 1, 1, 0]",True,total=0.672900915145874 overhead=None qpu=None
3,SAGA,"[-0.010668297331796417, -0.010668297331796417, -0.010668297331796417, -0.010668297331796417, -0.010668297331796417, -0.010668297331796417, -0.010668297331796417, -0.010668297331796417, -0.010668297331796417, -0.010668297331796417, -0.010668297331796417, -0.010668297331796417, -0.010668297331796417, -0.010668297331796417, -0.010668297331796417, -0.010668297331796417, -0.010668297331796417, -0.010668297331796417, -0.010668297331796417, -0.010668297331796417, -0.010668297331796417, -0.010668297331796417, -0.010668297331796417, -0.010668297331796417, -0.010668297331796417, -0.010668297331796417, -0.010668297331796417, -0.010668297331796417, -0.010668297331796417, -0.010668297331796417, -0.010668297331796417, -0.010668297331796417, -0.010668297331796417, -0.010668297331796417, -0.010668297331796417, -0.010668297331796417, -0.010668297331796417, -0.010668297331796417, -0.010668297331796417, -0.010668297331796417]","{'p_size': 40, 'p_inc_num': 0, 'p_max': -1, 'pct_random_states': 0, 'mut_rate': 1, 'rec_rate': 20, 'rec_method': 'one_point_crossover', 'select_method': 'simple', 'num_sweeps': 1000, 'num_sweeps_inc_factor': 1, 'num_sweeps_inc_max': -1, 'beta_range_type': 'default', 'beta_range': None, 'target': None, 'atol': 0, 'rtol': 0, 'timeout': 5, 'max_iter': 50, 'max_consistent_iters': -1, 'qpu_config': {}, 'return_overhead': False, 'mut_method': 'sa', 'use_qpu': False}",AEB,[ 3.9947051  4.        -4.        -2.        -2.         2.       ],"[1, 0, 0, 1, 1, 0]","[1, 0, 0, 1, 1, 0]",True,total=0.673961877822876 overhead=None qpu=None
4,SAGA,"[-0.010358935170188488, -0.010358935170188488, -0.010358935170188488, -0.010358935170188488, -0.010358935170188488, -0.010358935170188488, -0.010358935170188488, -0.010358935170188488, -0.010358935170188488, -0.010358935170188488, -0.010358935170188488, -0.010358935170188488, -0.010358935170188488, -0.010358935170188488, -0.010358935170188488, -0.010358935170188488, -0.010358935170188488, -0.010358935170188488, -0.010358935170188488, -0.010358935170188488, -0.010358935170188488, -0.010358935170188488, -0.010358935170188488, -0.010358935170188488, -0.010358935170188488, -0.010358935170188488, -0.010358935170188488, -0.010358935170188488, -0.010358935170188488, -0.010358935170188488, -0.010358935170188488, -0.010358935170188488, -0.010358935170188488, -0.010358935170188488, -0.010358935170188488, -0.010358935170188488, -0.010358935170188488, -0.010358935170188488, -0.010358935170188488, -0.010358935170188488]","{'p_size': 40, 'p_inc_num': 0, 'p_max': -1, 'pct_random_states': 0, 'mut_rate': 1, 'rec_rate': 20, 'rec_method': 'one_point_crossover', 'select_method': 'simple', 'num_sweeps': 1000, 'num_sweeps_inc_factor': 1, 'num_sweeps_inc_max': -1, 'beta_range_type': 'default', 'beta_range': None, 'target': None, 'atol': 0, 'rtol': 0, 'timeout': 5, 'max_iter': 50, 'max_consistent_iters': -1, 'qpu_config': {}, 'return_overhead': False, 'mut_method': 'sa', 'use_qpu': False}",AEB,[ 3.9947263  4.        -4.        -2.        -2.         2.       ],"[1, 0, 0, 1, 1, 0]","[1, 0, 0, 1, 1, 0]",True,total=0.6718475818634033 overhead=None qpu=None
5,SAGA,"[-0.010173684506444403, -0.010173684506444403, -0.010173684506444403, -0.010173684506444403, -0.010173684506444403, -0.010173684506444403, -0.010173684506444403, -0.010173684506444403, -0.010173684506444403, -0.010173684506444403, -0.010173684506444403, -0.010173684506444403, -0.010173684506444403, -0.010173684506444403, -0.010173684506444403, -0.010173684506444403, -0.010173684506444403, -0.010173684506444403, -0.010173684506444403, -0.010173684506444403, -0.010173684506444403, -0.010173684506444403, -0.010173684506444403, -0.010173684506444403, -0.010173684506444403, -0.010173684506444403, -0.010173684506444403, -0.010173684506444403, -0.010173684506444403, -0.010173684506444403, -0.010173684506444403, -0.010173684506444403, -0.010173684506444403, -0.010173684506444403, -0.010173684506444403, -0.010173684506444403, -0.010173684506444403, -0.010173684506444403, -0.010173684506444403, -0.010173684506444403]","{'p_size': 40, 'p_inc_num': 0, 'p_max': -1, 'pct_random_states': 0, 'mut_rate': 1, 'rec_rate': 20, 'rec_method': 'one_point_crossover', 'select_method': 'simple', 'num_sweeps': 1000, 'num_sweeps_inc_factor': 1, 'num_sweeps_inc_max': -1, 'beta_range_type': 'default', 'beta_range': None, 'target': None, 'atol': 0, 'rtol': 0, 'timeout': 5, 'max_iter': 50, 'max_consistent_iters': -1, 'qpu_config': {}, 'return_overhead': False, 'mut_method': 'sa', 'use_qpu': False}",AEB,[ 3.99571531  4.         -4.         -2.         -2.          2.        ],"[1, 0, 0, 1, 1, 0]","[1, 0, 0, 1, 1, 0]",True,total=0.6716234683990479 overhead=None qpu=None
6,SAGA,"[-0.010670728875100899, -0.010670728875100899, -0.010670728875100899, -0.010670728875100899, -0.010670728875100899, -0.010670728875100899, -0.010670728875100899, -0.010670728875100899, -0.010670728875100899, -0.010670728875100899, -0.010670728875100899, -0.010670728875100899, -0.010670728875100899, -0.010670728875100899, -0.010670728875100899, -0.010670728875100899, -0.010670728875100899, -0.010670728875100899, -0.010670728875100899, -0.010670728875100899, -0.010670728875100899, -0.010670728875100899, -0.010670728875100899, -0.010670728875100899, -0.010670728875100899, -0.010670728875100899, -0.010670728875100899, -0.010670728875100899, -0.010670728875100899, -0.010670728875100899, -0.010670728875100899, -0.010670728875100899, -0.010670728875100899, -0.010670728875100899, -0.010670728875100899, -0.010670728875100899, -0.010670728875100899, -0.010670728875100899, -0.010670728875100899, -0.010670728875100899]","{'p_size': 40, 'p_inc_num': 0, 'p_max': -1, 'pct_random_states': 0, 'mut_rate': 1, 'rec_rate': 20, 'rec_method': 'one_point_crossover', 'select_method': 'simple', 'num_sweeps': 1000, 'num_sweeps_inc_factor': 1, 'num_sweeps_inc_max': -1, 'beta_range_type': 'default', 'beta_range': None, 'target': None, 'atol': 0, 'rtol': 0, 'timeout': 5, 'max_iter': 50, 'max_consistent_iters': -1, 'qpu_config': {}, 'return_overhead': False, 'mut_method': 'sa', 'use_qpu': False}",AEB,[ 3.99419132  4.         -4.         -2.         -2.          2.        ],"[1, 0, 0, 1, 1, 0]","[1, 0, 0, 1, 1, 0]",True,total=0.6723365783691406 overhead=None qpu=None
7,SAGA,"[-0.01142232530205689, -0.01142232530205689, -0.01142232530205689, -0.01142232530205689, -0.01142232530205689, -0.01142232530205689, -0.01142232530205689, -0.01142232530205689, -0.01142232530205689, -0.01142232530205689, -0.01142232530205689, -0.01142232530205689, -0.01142232530205689, -0.01142232530205689, -0.01142232530205689, -0.01142232530205689, -0.01142232530205689, -0.01142232530205689, -0.01142232530205689, -0.01142232530205689, -0.01142232530205689, -0.01142232530205689, -0.01142232530205689, -0.01142232530205689, -0.01142232530205689, -0.01142232530205689, -0.01142232530205689, -0.01142232530205689, -0.01142232530205689, -0.01142232530205689, -0.01142232530205689, -0.01142232530205689, -0.01142232530205689, -0.01142232530205689, -0.01142232530205689, -0.01142232530205689, -0.01142232530205689, -0.01142232530205689, -0.01142232530205689, -0.01142232530205689]","{'p_size': 40, 'p_inc_num': 0, 'p_max': -1, 'pct_random_states': 0, 'mut_rate': 1, 'rec_rate': 20, 'rec_method': 'one_point_crossover', 'select_method': 'simple', 'num_sweeps': 1000, 'num_sweeps_inc_factor': 1, 'num_sweeps_inc_max': -1, 'beta_range_type': 'default', 'beta_range': None, 'target': None, 'atol': 0, 'rtol': 0, 'timeout': 5, 'max_iter': 50, 'max_consistent_iters': -1, 'qpu_config': {}, 'return_overhead': False, 'mut_method': 'sa', 'use_qpu': False}",AEB,[ 3.99431265  4.         -4.         -2.         -2.          2.        ],"[1, 0, 0, 1, 1, 0]","[1, 0, 0, 1, 1, 0]",True,total=0.6716470718383789 overhead=None qpu=None
8,SAGA,"[-0.01031742509019029, -0.01031742509019029, -0.01031742509019029, -0.01031742509019029, -0.01031742509019029, -0.01031742509019029, -0.01031742509019029, -0.01031742509019029, -0.01031742509019029, -0.01031742509019029, -0.01031742509019029, -0.01031742509019029, -0.01031742509019029, -0.01031742509019029, -0.01031742509019029, -0.01031742509019029, -0.01031742509019029, -0.01031742509019029, -0.01031742509019029, -0.01031742509019029, -0.01031742509019029, -0.01031742509019029, -0.01031742509019029, -0.01031742509019029, -0.01031742509019029, -0.01031742509019029, -0.01031742509019029, -0.01031742509019029, -0.01031742509019029, -0.01031742509019029, -0.01031742509019029, -0.01031742509019029, -0.01031742509019029, -0.01031742509019029, -0.01031742509019029, -0.01031742509019029, -0.01031742509019029, -0.01031742509019029, -0.01031742509019029, -0.01031742509019029]","{'p_size': 40, 'p_inc_num': 0, 'p_max': -1, 'pct_random_states': 0, 'mut_rate': 1, 'rec_rate': 20, 'rec_method': 'one_point_crossover', 'select_method': 'simple', 'num_sweeps': 1000, 'num_sweeps_inc_factor': 1, 'num_sweeps_inc_max': -1, 'beta_range_type': 'default', 'beta_range': None, 'target': None, 'atol': 0, 'rtol': 0, 'timeout': 5, 'max_iter': 50, 'max_consistent_iters': -1, 'qpu_config': {}, 'return_overhead': False, 'mut_method': 'sa', 'use_qpu': False}",AEB,[ 3.99383782  4.         -4.         -2.         -2.          2.        ],"[1, 0, 0, 1, 1, 0]","[1, 0, 0, 1, 1, 0]",True,total=0.6681575775146484 overhead=None qpu=None
9,SAGA,"[-0.010091935881158864, -0.010091935881158864, -0.010091935881158864, -0.010091935881158864, -0.010091935881158864, -0.010091935881158864, -0.010091935881158864, -0.010091935881158864, -0.010091935881158864, -0.010091935881158864, -0.010091935881158864, -0.010091935881158864, -0.010091935881158864, -0.010091935881158864, -0.010091935881158864, -0.010091935881158864, -0.010091935881158864, -0.010091935881158864, -0.010091935881158864, -0.010091935881158864, -0.010091935881158864, -0.010091935881158864, -0.010091935881158864, -0.010091935881158864, -0.010091935881158864, -0.010091935881158864, -0.010091935881158864, -0.010091935881158864, -0.010091935881158864, -0.010091935881158864, -0.010091935881158864, -0.010091935881158864, -0.010091935881158864, -0.010091935881158864, -0.010091935881158864, -0.010091935881158864, -0.010091935881158864, -0.010091935881158864, -0.010091935881158864, -0.010091935881158864]","{'p_size': 40, 'p_inc_num': 0, 'p_max': -1, 'pct_random_states': 0, 'mut_rate': 1, 'rec_rate': 20, 'rec_method': 'one_point_crossover', 'select_method': 'simple', 'num_sweeps': 1000, 'num_sweeps_inc_factor': 1, 'num_sweeps_inc_max': -1, 'beta_range_type': 'default', 'beta_range': None, 'target': None, 'atol': 0, 'rtol': 0, 'timeout': 5, 'max_iter': 50, 'max_consistent_iters': -1, 'qpu_config': {}, 'return_overhead': False, 'mut_method': 'sa', 'use_qpu': False}",AEB,[ 3.99547674  4.         -4.         -2.         -2.          2.        ],"[1, 0, 0, 1, 1, 0]","[1, 0, 0, 1, 1, 0]",True,total=0.6728918552398682 overhead=None qpu=None
