Run Number,Solver,Energie,Params,Method,Qubo,Want Result,Result,Correct,Solve Time
0,SAGA,"[-0.010236397416376164, -0.010236397416376164, -0.010236397416376164, -0.010236397416376164, -0.010236397416376164, -0.010236397416376164, -0.010236397416376164, -0.010236397416376164, -0.010236397416376164, -0.010236397416376164, -0.010236397416376164, -0.010236397416376164, -0.010236397416376164, -0.010236397416376164, -0.010236397416376164, -0.010236397416376164, -0.010236397416376164, -0.010236397416376164, -0.010236397416376164, -0.010236397416376164, -0.010236397416376164, -0.010236397416376164, -0.010236397416376164, -0.010236397416376164, -0.010236397416376164, -0.010236397416376164, -0.010236397416376164, -0.010236397416376164, -0.010236397416376164, -0.010236397416376164, -0.010236397416376164, -0.010236397416376164, -0.010236397416376164, -0.010236397416376164, -0.010236397416376164, -0.010236397416376164, -0.010236397416376164, -0.010236397416376164, -0.010236397416376164, -0.010236397416376164]","{'p_size': 40, 'p_inc_num': 0, 'p_max': -1, 'pct_random_states': 0, 'mut_rate': 1, 'rec_rate': 20, 'rec_method': 'one_point_crossover', 'select_method': 'simple', 'num_sweeps': 1000, 'num_sweeps_inc_factor': 1, 'num_sweeps_inc_max': -1, 'beta_range_type': 'default', 'beta_range': None, 'target': None, 'atol': 0, 'rtol': 0, 'timeout': 5, 'max_iter': 50, 'max_consistent_iters': -1, 'qpu_config': {}, 'return_overhead': False, 'mut_method': 'sa', 'use_qpu': False}",AEB,[ 3.99538504  4.         -4.         -2.         -2.          2.        ],"[1, 0, 0, 1, 1, 0]","[1, 0, 0, 1, 1, 0]",True,total=0.6629765033721924 overhead=None qpu=None
1,SAGA,"[-0.009952471382506989, -0.009952471382506989, -0.009952471382506989, -0.009952471382506989, -0.009952471382506989, -0.009952471382506989, -0.009952471382506989, -0.009952471382506989, -0.009952471382506989, -0.009952471382506989, -0.009952471382506989, -0.009952471382506989, -0.009952471382506989, -0.009952471382506989, -0.009952471382506989, -0.009952471382506989, -0.009952471382506989, -0.009952471382506989, -0.009952471382506989, -0.009952471382506989, -0.009952471382506989, -0.009952471382506989, -0.009952471382506989, -0.009952471382506989, -0.009952471382506989, -0.009952471382506989, -0.009952471382506989, -0.009952471382506989, -0.009952471382506989, -0.009952471382506989, -0.009952471382506989, -0.009952471382506989, -0.009952471382506989, -0.009952471382506989, -0.009952471382506989, -0.009952471382506989, -0.009952471382506989, -0.009952471382506989, -0.009952471382506989, -0.009952471382506989]","{'p_size': 40, 'p_inc_num': 0, 'p_max': -1, 'pct_random_states': 0, 'mut_rate': 1, 'rec_rate': 20, 'rec_method': 'one_point_crossover', 'select_method': 'simple', 'num_sweeps': 1000, 'num_sweeps_inc_factor': 1, 'num_sweeps_inc_max': -1, 'beta_range_type': 'default', 'beta_range': None, 'target': None, 'atol': 0, 'rtol': 0, 'timeout': 5, 'max_iter': 50, 'max_consistent_iters': -1, 'qpu_config': {}, 'return_overhead': False, 'mut_method': 'sa', 'use_qpu': False}",AEB,[ 3.99538796  4.         -4.         -2.         -2.          2.        ],"[1, 0, 0, 1, 1, 0]","[1, 0, 0, 1, 1, 0]",True,total=0.6680195331573486 overhead=None qpu=None
2,SAGA,"[-0.010927533228621833, -0.010927533228621833, -0.010927533228621833, -0.010927533228621833, -0.010927533228621833, -0.010927533228621833, -0.010927533228621833, -0.010927533228621833, -0.010927533228621833, -0.010927533228621833, -0.010927533228621833, -0.010927533228621833, -0.010927533228621833, -0.010927533228621833, -0.010927533228621833, -0.010927533228621833, -0.010927533228621833, -0.010927533228621833, -0.010927533228621833, -0.010927533228621833, -0.010927533228621833, -0.010927533228621833, -0.010927533228621833, -0.010927533228621833, -0.010927533228621833, -0.010927533228621833, -0.010927533228621833, -0.010927533228621833, -0.010927533228621833, -0.010927533228621833, -0.010927533228621833, -0.010927533228621833, -0.010927533228621833, -0.010927533228621833, -0.010927533228621833, -0.010927533228621833, -0.010927533228621833, -0.010927533228621833, -0.010927533228621833, -0.010927533228621833]","{'p_size': 40, 'p_inc_num': 0, 'p_max': -1, 'pct_random_states': 0, 'mut_rate': 1, 'rec_rate': 20, 'rec_method': 'one_point_crossover', 'select_method': 'simple', 'num_sweeps': 1000, 'num_sweeps_inc_factor': 1, 'num_sweeps_inc_max': -1, 'beta_range_type': 'default', 'beta_range': None, 'target': None, 'atol': 0, 'rtol': 0, 'timeout': 5, 'max_iter': 50, 'max_consistent_iters': -1, 'qpu_config': {}, 'return_overhead': False, 'mut_method': 'sa', 'use_qpu': False}",AEB,[ 3.99474485  4.         -4.         -2.         -2.          2.        ],"[1, 0, 0, 1, 1, 0]","[1, 0, 0, 1, 1, 0]",True,total=0.667583703994751 overhead=None qpu=None
3,SAGA,"[-0.010330413525493132, -0.010330413525493132, -0.010330413525493132, -0.010330413525493132, -0.010330413525493132, -0.010330413525493132, -0.010330413525493132, -0.010330413525493132, -0.010330413525493132, -0.010330413525493132, -0.010330413525493132, -0.010330413525493132, -0.010330413525493132, -0.010330413525493132, -0.010330413525493132, -0.010330413525493132, -0.010330413525493132, -0.010330413525493132, -0.010330413525493132, -0.010330413525493132, -0.010330413525493132, -0.010330413525493132, -0.010330413525493132, -0.010330413525493132, -0.010330413525493132, -0.010330413525493132, -0.010330413525493132, -0.010330413525493132, -0.010330413525493132, -0.010330413525493132, -0.010330413525493132, -0.010330413525493132, -0.010330413525493132, -0.010330413525493132, -0.010330413525493132, -0.010330413525493132, -0.010330413525493132, -0.010330413525493132, -0.010330413525493132, -0.010330413525493132]","{'p_size': 40, 'p_inc_num': 0, 'p_max': -1, 'pct_random_states': 0, 'mut_rate': 1, 'rec_rate': 20, 'rec_method': 'one_point_crossover', 'select_method': 'simple', 'num_sweeps': 1000, 'num_sweeps_inc_factor': 1, 'num_sweeps_inc_max': -1, 'beta_range_type': 'default', 'beta_range': None, 'target': None, 'atol': 0, 'rtol': 0, 'timeout': 5, 'max_iter': 50, 'max_consistent_iters': -1, 'qpu_config': {}, 'return_overhead': False, 'mut_method': 'sa', 'use_qpu': False}",AEB,[ 3.99521914  4.         -4.         -2.         -2.          2.        ],"[1, 0, 0, 1, 1, 0]","[1, 0, 0, 1, 1, 0]",True,total=0.6639354228973389 overhead=None qpu=None
4,SAGA,"[-0.011101222862407667, -0.011101222862407667, -0.011101222862407667, -0.011101222862407667, -0.011101222862407667, -0.011101222862407667, -0.011101222862407667, -0.011101222862407667, -0.011101222862407667, -0.011101222862407667, -0.011101222862407667, -0.011101222862407667, -0.011101222862407667, -0.011101222862407667, -0.011101222862407667, -0.011101222862407667, -0.011101222862407667, -0.011101222862407667, -0.011101222862407667, -0.011101222862407667, -0.011101222862407667, -0.011101222862407667, -0.011101222862407667, -0.011101222862407667, -0.011101222862407667, -0.011101222862407667, -0.011101222862407667, -0.011101222862407667, -0.011101222862407667, -0.011101222862407667, -0.011101222862407667, -0.011101222862407667, -0.011101222862407667, -0.011101222862407667, -0.011101222862407667, -0.011101222862407667, -0.011101222862407667, -0.011101222862407667, -0.011101222862407667, -0.011101222862407667]","{'p_size': 40, 'p_inc_num': 0, 'p_max': -1, 'pct_random_states': 0, 'mut_rate': 1, 'rec_rate': 20, 'rec_method': 'one_point_crossover', 'select_method': 'simple', 'num_sweeps': 1000, 'num_sweeps_inc_factor': 1, 'num_sweeps_inc_max': -1, 'beta_range_type': 'default', 'beta_range': None, 'target': None, 'atol': 0, 'rtol': 0, 'timeout': 5, 'max_iter': 50, 'max_consistent_iters': -1, 'qpu_config': {}, 'return_overhead': False, 'mut_method': 'sa', 'use_qpu': False}",AEB,[ 3.9940566  4.        -4.        -2.        -2.         2.       ],"[1, 0, 0, 1, 1, 0]","[1, 0, 0, 1, 1, 0]",True,total=0.6648869514465332 overhead=None qpu=None
5,SAGA,"[-0.011140727951798546, -0.011140727951798546, -0.011140727951798546, -0.011140727951798546, -0.011140727951798546, -0.011140727951798546, -0.011140727951798546, -0.011140727951798546, -0.011140727951798546, -0.011140727951798546, -0.011140727951798546, -0.011140727951798546, -0.011140727951798546, -0.011140727951798546, -0.011140727951798546, -0.011140727951798546, -0.011140727951798546, -0.011140727951798546, -0.011140727951798546, -0.011140727951798546, -0.011140727951798546, -0.011140727951798546, -0.011140727951798546, -0.011140727951798546, -0.011140727951798546, -0.011140727951798546, -0.011140727951798546, -0.011140727951798546, -0.011140727951798546, -0.011140727951798546, -0.011140727951798546, -0.011140727951798546, -0.011140727951798546, -0.011140727951798546, -0.011140727951798546, -0.011140727951798546, -0.011140727951798546, -0.011140727951798546, -0.011140727951798546, -0.011140727951798546]","{'p_size': 40, 'p_inc_num': 0, 'p_max': -1, 'pct_random_states': 0, 'mut_rate': 1, 'rec_rate': 20, 'rec_method': 'one_point_crossover', 'select_method': 'simple', 'num_sweeps': 1000, 'num_sweeps_inc_factor': 1, 'num_sweeps_inc_max': -1, 'beta_range_type': 'default', 'beta_range': None, 'target': None, 'atol': 0, 'rtol': 0, 'timeout': 5, 'max_iter': 50, 'max_consistent_iters': -1, 'qpu_config': {}, 'return_overhead': False, 'mut_method': 'sa', 'use_qpu': False}",AEB,[ 3.9935181  4.        -4.        -2.        -2.         2.       ],"[1, 0, 0, 1, 1, 0]","[1, 0, 0, 1, 1, 0]",True,total=0.6654489040374756 overhead=None qpu=None
6,SAGA,"[-0.010589099625816445, -0.010589099625816445, -0.010589099625816445, -0.010589099625816445, -0.010589099625816445, -0.010589099625816445, -0.010589099625816445, -0.010589099625816445, -0.010589099625816445, -0.010589099625816445, -0.010589099625816445, -0.010589099625816445, -0.010589099625816445, -0.010589099625816445, -0.010589099625816445, -0.010589099625816445, -0.010589099625816445, -0.010589099625816445, -0.010589099625816445, -0.010589099625816445, -0.010589099625816445, -0.010589099625816445, -0.010589099625816445, -0.010589099625816445, -0.010589099625816445, -0.010589099625816445, -0.010589099625816445, -0.010589099625816445, -0.010589099625816445, -0.010589099625816445, -0.010589099625816445, -0.010589099625816445, -0.010589099625816445, -0.010589099625816445, -0.010589099625816445, -0.010589099625816445, -0.010589099625816445, -0.010589099625816445, -0.010589099625816445, -0.010589099625816445]","{'p_size': 40, 'p_inc_num': 0, 'p_max': -1, 'pct_random_states': 0, 'mut_rate': 1, 'rec_rate': 20, 'rec_method': 'one_point_crossover', 'select_method': 'simple', 'num_sweeps': 1000, 'num_sweeps_inc_factor': 1, 'num_sweeps_inc_max': -1, 'beta_range_type': 'default', 'beta_range': None, 'target': None, 'atol': 0, 'rtol': 0, 'timeout': 5, 'max_iter': 50, 'max_consistent_iters': -1, 'qpu_config': {}, 'return_overhead': False, 'mut_method': 'sa', 'use_qpu': False}",AEB,[ 3.99507755  4.         -4.         -2.         -2.          2.        ],"[1, 0, 0, 1, 1, 0]","[1, 0, 0, 1, 1, 0]",True,total=0.6667594909667969 overhead=None qpu=None
7,SAGA,"[-0.010412770139686334, -0.010412770139686334, -0.010412770139686334, -0.010412770139686334, -0.010412770139686334, -0.010412770139686334, -0.010412770139686334, -0.010412770139686334, -0.010412770139686334, -0.010412770139686334, -0.010412770139686334, -0.010412770139686334, -0.010412770139686334, -0.010412770139686334, -0.010412770139686334, -0.010412770139686334, -0.010412770139686334, -0.010412770139686334, -0.010412770139686334, -0.010412770139686334, -0.010412770139686334, -0.010412770139686334, -0.010412770139686334, -0.010412770139686334, -0.010412770139686334, -0.010412770139686334, -0.010412770139686334, -0.010412770139686334, -0.010412770139686334, -0.010412770139686334, -0.010412770139686334, -0.010412770139686334, -0.010412770139686334, -0.010412770139686334, -0.010412770139686334, -0.010412770139686334, -0.010412770139686334, -0.010412770139686334, -0.010412770139686334, -0.010412770139686334]","{'p_size': 40, 'p_inc_num': 0, 'p_max': -1, 'pct_random_states': 0, 'mut_rate': 1, 'rec_rate': 20, 'rec_method': 'one_point_crossover', 'select_method': 'simple', 'num_sweeps': 1000, 'num_sweeps_inc_factor': 1, 'num_sweeps_inc_max': -1, 'beta_range_type': 'default', 'beta_range': None, 'target': None, 'atol': 0, 'rtol': 0, 'timeout': 5, 'max_iter': 50, 'max_consistent_iters': -1, 'qpu_config': {}, 'return_overhead': False, 'mut_method': 'sa', 'use_qpu': False}",AEB,[ 3.99529494  4.         -4.         -2.         -2.          2.        ],"[1, 0, 0, 1, 1, 0]","[1, 0, 0, 1, 1, 0]",True,total=0.6690821647644043 overhead=None qpu=None
8,SAGA,"[-0.010483652187956771, -0.010483652187956771, -0.010483652187956771, -0.010483652187956771, -0.010483652187956771, -0.010483652187956771, -0.010483652187956771, -0.010483652187956771, -0.010483652187956771, -0.010483652187956771, -0.010483652187956771, -0.010483652187956771, -0.010483652187956771, -0.010483652187956771, -0.010483652187956771, -0.010483652187956771, -0.010483652187956771, -0.010483652187956771, -0.010483652187956771, -0.010483652187956771, -0.010483652187956771, -0.010483652187956771, -0.010483652187956771, -0.010483652187956771, -0.010483652187956771, -0.010483652187956771, -0.010483652187956771, -0.010483652187956771, -0.010483652187956771, -0.010483652187956771, -0.010483652187956771, -0.010483652187956771, -0.010483652187956771, -0.010483652187956771, -0.010483652187956771, -0.010483652187956771, -0.010483652187956771, -0.010483652187956771, -0.010483652187956771, -0.010483652187956771]","{'p_size': 40, 'p_inc_num': 0, 'p_max': -1, 'pct_random_states': 0, 'mut_rate': 1, 'rec_rate': 20, 'rec_method': 'one_point_crossover', 'select_method': 'simple', 'num_sweeps': 1000, 'num_sweeps_inc_factor': 1, 'num_sweeps_inc_max': -1, 'beta_range_type': 'default', 'beta_range': None, 'target': None, 'atol': 0, 'rtol': 0, 'timeout': 5, 'max_iter': 50, 'max_consistent_iters': -1, 'qpu_config': {}, 'return_overhead': False, 'mut_method': 'sa', 'use_qpu': False}",AEB,[ 3.99568927  4.         -4.         -2.         -2.          2.        ],"[1, 0, 0, 1, 1, 0]","[1, 0, 0, 1, 1, 0]",True,total=0.6642227172851562 overhead=None qpu=None
9,SAGA,"[-0.011050648559457699, -0.011050648559457699, -0.011050648559457699, -0.011050648559457699, -0.011050648559457699, -0.011050648559457699, -0.011050648559457699, -0.011050648559457699, -0.011050648559457699, -0.011050648559457699, -0.011050648559457699, -0.011050648559457699, -0.011050648559457699, -0.011050648559457699, -0.011050648559457699, -0.011050648559457699, -0.011050648559457699, -0.011050648559457699, -0.011050648559457699, -0.011050648559457699, -0.011050648559457699, -0.011050648559457699, -0.011050648559457699, -0.011050648559457699, -0.011050648559457699, -0.011050648559457699, -0.011050648559457699, -0.011050648559457699, -0.011050648559457699, -0.011050648559457699, -0.011050648559457699, -0.011050648559457699, -0.011050648559457699, -0.011050648559457699, -0.011050648559457699, -0.011050648559457699, -0.011050648559457699, -0.011050648559457699, -0.011050648559457699, -0.011050648559457699]","{'p_size': 40, 'p_inc_num': 0, 'p_max': -1, 'pct_random_states': 0, 'mut_rate': 1, 'rec_rate': 20, 'rec_method': 'one_point_crossover', 'select_method': 'simple', 'num_sweeps': 1000, 'num_sweeps_inc_factor': 1, 'num_sweeps_inc_max': -1, 'beta_range_type': 'default', 'beta_range': None, 'target': None, 'atol': 0, 'rtol': 0, 'timeout': 5, 'max_iter': 50, 'max_consistent_iters': -1, 'qpu_config': {}, 'return_overhead': False, 'mut_method': 'sa', 'use_qpu': False}",AEB,[ 3.99501873  4.         -4.         -2.         -2.          2.        ],"[1, 0, 0, 1, 1, 0]","[1, 0, 0, 1, 1, 0]",True,total=0.6662106513977051 overhead=None qpu=None
