Run Number,Solver,Energie,Params,Method,Qubo,Want Result,Result,Correct,Solve Time
0,SAGA,"[-0.010064827498815099, -0.010064827498815099, -0.010064827498815099, -0.010064827498815099, -0.010064827498815099, -0.010064827498815099, -0.010064827498815099, -0.010064827498815099, -0.010064827498815099, -0.010064827498815099, -0.010064827498815099, -0.010064827498815099, -0.010064827498815099, -0.010064827498815099, -0.010064827498815099, -0.010064827498815099, -0.010064827498815099, -0.010064827498815099, -0.010064827498815099, -0.010064827498815099, -0.010064827498815099, -0.010064827498815099, -0.010064827498815099, -0.010064827498815099, -0.010064827498815099, -0.010064827498815099, -0.010064827498815099, -0.010064827498815099, -0.010064827498815099, -0.010064827498815099, -0.010064827498815099, -0.010064827498815099, -0.010064827498815099, -0.010064827498815099, -0.010064827498815099, -0.010064827498815099, -0.010064827498815099, -0.010064827498815099, -0.010064827498815099, -0.010064827498815099]","{'p_size': 40, 'p_inc_num': 0, 'p_max': -1, 'pct_random_states': 0, 'mut_rate': 1, 'rec_rate': 20, 'rec_method': 'one_point_crossover', 'select_method': 'simple', 'num_sweeps': 1000, 'num_sweeps_inc_factor': 1, 'num_sweeps_inc_max': -1, 'beta_range_type': 'default', 'beta_range': None, 'target': None, 'atol': 0, 'rtol': 0, 'timeout': 5, 'max_iter': 50, 'max_consistent_iters': -1, 'qpu_config': {}, 'return_overhead': False, 'mut_method': 'sa', 'use_qpu': False}",AEB,[ 3.99564888  4.         -4.         -2.         -2.          2.        ],"[1, 0, 0, 1, 1, 0]","[1, 0, 0, 1, 1, 0]",True,total=0.682098388671875 overhead=None qpu=None
1,SAGA,"[-0.01033956275880854, -0.01033956275880854, -0.01033956275880854, -0.01033956275880854, -0.01033956275880854, -0.01033956275880854, -0.01033956275880854, -0.01033956275880854, -0.01033956275880854, -0.01033956275880854, -0.01033956275880854, -0.01033956275880854, -0.01033956275880854, -0.01033956275880854, -0.01033956275880854, -0.01033956275880854, -0.01033956275880854, -0.01033956275880854, -0.01033956275880854, -0.01033956275880854, -0.01033956275880854, -0.01033956275880854, -0.01033956275880854, -0.01033956275880854, -0.01033956275880854, -0.01033956275880854, -0.01033956275880854, -0.01033956275880854, -0.01033956275880854, -0.01033956275880854, -0.01033956275880854, -0.01033956275880854, -0.01033956275880854, -0.01033956275880854, -0.01033956275880854, -0.01033956275880854, -0.01033956275880854, -0.01033956275880854, -0.01033956275880854, -0.01033956275880854]","{'p_size': 40, 'p_inc_num': 0, 'p_max': -1, 'pct_random_states': 0, 'mut_rate': 1, 'rec_rate': 20, 'rec_method': 'one_point_crossover', 'select_method': 'simple', 'num_sweeps': 1000, 'num_sweeps_inc_factor': 1, 'num_sweeps_inc_max': -1, 'beta_range_type': 'default', 'beta_range': None, 'target': None, 'atol': 0, 'rtol': 0, 'timeout': 5, 'max_iter': 50, 'max_consistent_iters': -1, 'qpu_config': {}, 'return_overhead': False, 'mut_method': 'sa', 'use_qpu': False}",AEB,[ 3.99490106  4.         -4.         -2.         -2.          2.        ],"[1, 0, 0, 1, 1, 0]","[1, 0, 0, 1, 1, 0]",True,total=0.6624019145965576 overhead=None qpu=None
2,SAGA,"[-0.011652390543158475, -0.011652390543158475, -0.011652390543158475, -0.011652390543158475, -0.011652390543158475, -0.011652390543158475, -0.011652390543158475, -0.011652390543158475, -0.011652390543158475, -0.011652390543158475, -0.011652390543158475, -0.011652390543158475, -0.011652390543158475, -0.011652390543158475, -0.011652390543158475, -0.011652390543158475, -0.011652390543158475, -0.011652390543158475, -0.011652390543158475, -0.011652390543158475, -0.011652390543158475, -0.011652390543158475, -0.011652390543158475, -0.011652390543158475, -0.011652390543158475, -0.011652390543158475, -0.011652390543158475, -0.011652390543158475, -0.011652390543158475, -0.011652390543158475, -0.011652390543158475, -0.011652390543158475, -0.011652390543158475, -0.011652390543158475, -0.011652390543158475, -0.011652390543158475, -0.011652390543158475, -0.011652390543158475, -0.011652390543158475, -0.011652390543158475]","{'p_size': 40, 'p_inc_num': 0, 'p_max': -1, 'pct_random_states': 0, 'mut_rate': 1, 'rec_rate': 20, 'rec_method': 'one_point_crossover', 'select_method': 'simple', 'num_sweeps': 1000, 'num_sweeps_inc_factor': 1, 'num_sweeps_inc_max': -1, 'beta_range_type': 'default', 'beta_range': None, 'target': None, 'atol': 0, 'rtol': 0, 'timeout': 5, 'max_iter': 50, 'max_consistent_iters': -1, 'qpu_config': {}, 'return_overhead': False, 'mut_method': 'sa', 'use_qpu': False}",AEB,[ 3.99407454  4.         -4.         -2.         -2.          2.        ],"[1, 0, 0, 1, 1, 0]","[1, 0, 0, 1, 1, 0]",True,total=0.6644237041473389 overhead=None qpu=None
3,SAGA,"[-0.010485246422533567, -0.010485246422533567, -0.010485246422533567, -0.010485246422533567, -0.010485246422533567, -0.010485246422533567, -0.010485246422533567, -0.010485246422533567, -0.010485246422533567, -0.010485246422533567, -0.010485246422533567, -0.010485246422533567, -0.010485246422533567, -0.010485246422533567, -0.010485246422533567, -0.010485246422533567, -0.010485246422533567, -0.010485246422533567, -0.010485246422533567, -0.010485246422533567, -0.010485246422533567, -0.010485246422533567, -0.010485246422533567, -0.010485246422533567, -0.010485246422533567, -0.010485246422533567, -0.010485246422533567, -0.010485246422533567, -0.010485246422533567, -0.010485246422533567, -0.010485246422533567, -0.010485246422533567, -0.010485246422533567, -0.010485246422533567, -0.010485246422533567, -0.010485246422533567, -0.010485246422533567, -0.010485246422533567, -0.010485246422533567, -0.010485246422533567]","{'p_size': 40, 'p_inc_num': 0, 'p_max': -1, 'pct_random_states': 0, 'mut_rate': 1, 'rec_rate': 20, 'rec_method': 'one_point_crossover', 'select_method': 'simple', 'num_sweeps': 1000, 'num_sweeps_inc_factor': 1, 'num_sweeps_inc_max': -1, 'beta_range_type': 'default', 'beta_range': None, 'target': None, 'atol': 0, 'rtol': 0, 'timeout': 5, 'max_iter': 50, 'max_consistent_iters': -1, 'qpu_config': {}, 'return_overhead': False, 'mut_method': 'sa', 'use_qpu': False}",AEB,[ 3.9952394  4.        -4.        -2.        -2.         2.       ],"[1, 0, 0, 1, 1, 0]","[1, 0, 0, 1, 1, 0]",True,total=0.6636066436767578 overhead=None qpu=None
4,SAGA,"[-0.010995349050288983, -0.010995349050288983, -0.010995349050288983, -0.010995349050288983, -0.010995349050288983, -0.010995349050288983, -0.010995349050288983, -0.010995349050288983, -0.010995349050288983, -0.010995349050288983, -0.010995349050288983, -0.010995349050288983, -0.010995349050288983, -0.010995349050288983, -0.010995349050288983, -0.010995349050288983, -0.010995349050288983, -0.010995349050288983, -0.010995349050288983, -0.010995349050288983, -0.010995349050288983, -0.010995349050288983, -0.010995349050288983, -0.010995349050288983, -0.010995349050288983, -0.010995349050288983, -0.010995349050288983, -0.010995349050288983, -0.010995349050288983, -0.010995349050288983, -0.010995349050288983, -0.010995349050288983, -0.010995349050288983, -0.010995349050288983, -0.010995349050288983, -0.010995349050288983, -0.010995349050288983, -0.010995349050288983, -0.010995349050288983, -0.010995349050288983]","{'p_size': 40, 'p_inc_num': 0, 'p_max': -1, 'pct_random_states': 0, 'mut_rate': 1, 'rec_rate': 20, 'rec_method': 'one_point_crossover', 'select_method': 'simple', 'num_sweeps': 1000, 'num_sweeps_inc_factor': 1, 'num_sweeps_inc_max': -1, 'beta_range_type': 'default', 'beta_range': None, 'target': None, 'atol': 0, 'rtol': 0, 'timeout': 5, 'max_iter': 50, 'max_consistent_iters': -1, 'qpu_config': {}, 'return_overhead': False, 'mut_method': 'sa', 'use_qpu': False}",AEB,[ 3.99371016  4.         -4.         -2.         -2.          2.        ],"[1, 0, 0, 1, 1, 0]","[1, 0, 0, 1, 1, 0]",True,total=0.6690921783447266 overhead=None qpu=None
5,SAGA,"[-0.010337750443067506, -0.010337750443067506, -0.010337750443067506, -0.010337750443067506, -0.010337750443067506, -0.010337750443067506, -0.010337750443067506, -0.010337750443067506, -0.010337750443067506, -0.010337750443067506, -0.010337750443067506, -0.010337750443067506, -0.010337750443067506, -0.010337750443067506, -0.010337750443067506, -0.010337750443067506, -0.010337750443067506, -0.010337750443067506, -0.010337750443067506, -0.010337750443067506, -0.010337750443067506, -0.010337750443067506, -0.010337750443067506, -0.010337750443067506, -0.010337750443067506, -0.010337750443067506, -0.010337750443067506, -0.010337750443067506, -0.010337750443067506, -0.010337750443067506, -0.010337750443067506, -0.010337750443067506, -0.010337750443067506, -0.010337750443067506, -0.010337750443067506, -0.010337750443067506, -0.010337750443067506, -0.010337750443067506, -0.010337750443067506, -0.010337750443067506]","{'p_size': 40, 'p_inc_num': 0, 'p_max': -1, 'pct_random_states': 0, 'mut_rate': 1, 'rec_rate': 20, 'rec_method': 'one_point_crossover', 'select_method': 'simple', 'num_sweeps': 1000, 'num_sweeps_inc_factor': 1, 'num_sweeps_inc_max': -1, 'beta_range_type': 'default', 'beta_range': None, 'target': None, 'atol': 0, 'rtol': 0, 'timeout': 5, 'max_iter': 50, 'max_consistent_iters': -1, 'qpu_config': {}, 'return_overhead': False, 'mut_method': 'sa', 'use_qpu': False}",AEB,[ 3.99536634  4.         -4.         -2.         -2.          2.        ],"[1, 0, 0, 1, 1, 0]","[1, 0, 0, 1, 1, 0]",True,total=0.6676864624023438 overhead=None qpu=None
6,SAGA,"[-0.01097816492571102, -0.01097816492571102, -0.01097816492571102, -0.01097816492571102, -0.01097816492571102, -0.01097816492571102, -0.01097816492571102, -0.01097816492571102, -0.01097816492571102, -0.01097816492571102, -0.01097816492571102, -0.01097816492571102, -0.01097816492571102, -0.01097816492571102, -0.01097816492571102, -0.01097816492571102, -0.01097816492571102, -0.01097816492571102, -0.01097816492571102, -0.01097816492571102, -0.01097816492571102, -0.01097816492571102, -0.01097816492571102, -0.01097816492571102, -0.01097816492571102, -0.01097816492571102, -0.01097816492571102, -0.01097816492571102, -0.01097816492571102, -0.01097816492571102, -0.01097816492571102, -0.01097816492571102, -0.01097816492571102, -0.01097816492571102, -0.01097816492571102, -0.01097816492571102, -0.01097816492571102, -0.01097816492571102, -0.01097816492571102, -0.01097816492571102]","{'p_size': 40, 'p_inc_num': 0, 'p_max': -1, 'pct_random_states': 0, 'mut_rate': 1, 'rec_rate': 20, 'rec_method': 'one_point_crossover', 'select_method': 'simple', 'num_sweeps': 1000, 'num_sweeps_inc_factor': 1, 'num_sweeps_inc_max': -1, 'beta_range_type': 'default', 'beta_range': None, 'target': None, 'atol': 0, 'rtol': 0, 'timeout': 5, 'max_iter': 50, 'max_consistent_iters': -1, 'qpu_config': {}, 'return_overhead': False, 'mut_method': 'sa', 'use_qpu': False}",AEB,[ 3.99551878  4.         -4.         -2.         -2.          2.        ],"[1, 0, 0, 1, 1, 0]","[1, 0, 0, 1, 1, 0]",True,total=0.665149450302124 overhead=None qpu=None
7,SAGA,"[-0.01001099991936627, -0.01001099991936627, -0.01001099991936627, -0.01001099991936627, -0.01001099991936627, -0.01001099991936627, -0.01001099991936627, -0.01001099991936627, -0.01001099991936627, -0.01001099991936627, -0.01001099991936627, -0.01001099991936627, -0.01001099991936627, -0.01001099991936627, -0.01001099991936627, -0.01001099991936627, -0.01001099991936627, -0.01001099991936627, -0.01001099991936627, -0.01001099991936627, -0.01001099991936627, -0.01001099991936627, -0.01001099991936627, -0.01001099991936627, -0.01001099991936627, -0.01001099991936627, -0.01001099991936627, -0.01001099991936627, -0.01001099991936627, -0.01001099991936627, -0.01001099991936627, -0.01001099991936627, -0.01001099991936627, -0.01001099991936627, -0.01001099991936627, -0.01001099991936627, -0.01001099991936627, -0.01001099991936627, -0.01001099991936627, -0.01001099991936627]","{'p_size': 40, 'p_inc_num': 0, 'p_max': -1, 'pct_random_states': 0, 'mut_rate': 1, 'rec_rate': 20, 'rec_method': 'one_point_crossover', 'select_method': 'simple', 'num_sweeps': 1000, 'num_sweeps_inc_factor': 1, 'num_sweeps_inc_max': -1, 'beta_range_type': 'default', 'beta_range': None, 'target': None, 'atol': 0, 'rtol': 0, 'timeout': 5, 'max_iter': 50, 'max_consistent_iters': -1, 'qpu_config': {}, 'return_overhead': False, 'mut_method': 'sa', 'use_qpu': False}",AEB,[ 3.99437915  4.         -4.         -2.         -2.          2.        ],"[1, 0, 0, 1, 1, 0]","[1, 0, 0, 1, 1, 0]",True,total=0.6703996658325195 overhead=None qpu=None
8,SAGA,"[-0.010638742396151812, -0.010638742396151812, -0.010638742396151812, -0.010638742396151812, -0.010638742396151812, -0.010638742396151812, -0.010638742396151812, -0.010638742396151812, -0.010638742396151812, -0.010638742396151812, -0.010638742396151812, -0.010638742396151812, -0.010638742396151812, -0.010638742396151812, -0.010638742396151812, -0.010638742396151812, -0.010638742396151812, -0.010638742396151812, -0.010638742396151812, -0.010638742396151812, -0.010638742396151812, -0.010638742396151812, -0.010638742396151812, -0.010638742396151812, -0.010638742396151812, -0.010638742396151812, -0.010638742396151812, -0.010638742396151812, -0.010638742396151812, -0.010638742396151812, -0.010638742396151812, -0.010638742396151812, -0.010638742396151812, -0.010638742396151812, -0.010638742396151812, -0.010638742396151812, -0.010638742396151812, -0.010638742396151812, -0.010638742396151812, -0.010638742396151812]","{'p_size': 40, 'p_inc_num': 0, 'p_max': -1, 'pct_random_states': 0, 'mut_rate': 1, 'rec_rate': 20, 'rec_method': 'one_point_crossover', 'select_method': 'simple', 'num_sweeps': 1000, 'num_sweeps_inc_factor': 1, 'num_sweeps_inc_max': -1, 'beta_range_type': 'default', 'beta_range': None, 'target': None, 'atol': 0, 'rtol': 0, 'timeout': 5, 'max_iter': 50, 'max_consistent_iters': -1, 'qpu_config': {}, 'return_overhead': False, 'mut_method': 'sa', 'use_qpu': False}",AEB,[ 3.99472861  4.         -4.         -2.         -2.          2.        ],"[1, 0, 0, 1, 1, 0]","[1, 0, 0, 1, 1, 0]",True,total=0.6604881286621094 overhead=None qpu=None
9,SAGA,"[-0.010070759986652522, -0.010070759986652522, -0.010070759986652522, -0.010070759986652522, -0.010070759986652522, -0.010070759986652522, -0.010070759986652522, -0.010070759986652522, -0.010070759986652522, -0.010070759986652522, -0.010070759986652522, -0.010070759986652522, -0.010070759986652522, -0.010070759986652522, -0.010070759986652522, -0.010070759986652522, -0.010070759986652522, -0.010070759986652522, -0.010070759986652522, -0.010070759986652522, -0.010070759986652522, -0.010070759986652522, -0.010070759986652522, -0.010070759986652522, -0.010070759986652522, -0.010070759986652522, -0.010070759986652522, -0.010070759986652522, -0.010070759986652522, -0.010070759986652522, -0.010070759986652522, -0.010070759986652522, -0.010070759986652522, -0.010070759986652522, -0.010070759986652522, -0.010070759986652522, -0.010070759986652522, -0.010070759986652522, -0.010070759986652522, -0.010070759986652522]","{'p_size': 40, 'p_inc_num': 0, 'p_max': -1, 'pct_random_states': 0, 'mut_rate': 1, 'rec_rate': 20, 'rec_method': 'one_point_crossover', 'select_method': 'simple', 'num_sweeps': 1000, 'num_sweeps_inc_factor': 1, 'num_sweeps_inc_max': -1, 'beta_range_type': 'default', 'beta_range': None, 'target': None, 'atol': 0, 'rtol': 0, 'timeout': 5, 'max_iter': 50, 'max_consistent_iters': -1, 'qpu_config': {}, 'return_overhead': False, 'mut_method': 'sa', 'use_qpu': False}",AEB,[ 3.99460131  4.         -4.         -2.         -2.          2.        ],"[1, 0, 0, 1, 1, 0]","[1, 0, 0, 1, 1, 0]",True,total=0.6608984470367432 overhead=None qpu=None
